id	target_txt	checkpoint	prediction
862  common_voice_sv-SE_19790579	Yes, she should not act like your mother, but.	500	We need to know that everyone, and for now what sounds.
124  common_voice_sv-SE_18927136	Games and beautiful women.	-	-
124  common_voice_sv-SE_18927136	Games and beautiful women.	250	You can’t think that.
124  common_voice_sv-SE_18927136	Games and beautiful women.	50	You the the the the the the the the the the the the the arerere s se s s the s s the the the the the the there the thererererere there thererere thererere thererere the s s.
124  common_voice_sv-SE_18927136	Games and beautiful women.	1250	The difference is large in this case.
124  common_voice_sv-SE_18927136	Games and beautiful women.	750	I never thought I would say that I’ll miss you.
124  common_voice_sv-SE_18927136	Games and beautiful women.	1000	Go see me after class.
124  common_voice_sv-SE_18927136	Games and beautiful women.	500	You can’t be responsible for everything.
766  common_voice_sv-SE_19623657	I was there last weekend.	-	-
766  common_voice_sv-SE_19623657	I was there last weekend.	250	What do you know that?
766  common_voice_sv-SE_19623657	I was there last weekend.	50	I I an’t tous the the the the athe the the athe.
766  common_voice_sv-SE_19623657	I was there last weekend.	1250	Doesn’t surprise now.
766  common_voice_sv-SE_19623657	I was there last weekend.	750	It is not possible.
766  common_voice_sv-SE_19623657	I was there last weekend.	1000	Do you want to try?
766  common_voice_sv-SE_19623657	I was there last weekend.	500	What are you doing here?
642  common_voice_sv-SE_18754018	What are the odds for that?	-	-
642  common_voice_sv-SE_18754018	What are the odds for that?	250	You are something.
642  common_voice_sv-SE_18754018	What are the odds for that?	50	You the the the the the the the are the the.
642  common_voice_sv-SE_18754018	What are the odds for that?	1250	It’s unbearable.
642  common_voice_sv-SE_18754018	What are the odds for that?	750	It’s not a problem.
642  common_voice_sv-SE_18754018	What are the odds for that?	1000	It’s unbearable.
642  common_voice_sv-SE_18754018	What are the odds for that?	500	That was what you will do?
114  common_voice_sv-SE_18984747	I’ve always had doubts about your family.	-	-
114  common_voice_sv-SE_18984747	I’ve always had doubts about your family.	250	What do you want to that?
114  common_voice_sv-SE_18984747	I’ve always had doubts about your family.	50	I I an’t the the the the the athe the the athe the the therere therere thathe the the the the the be the the the the the be berere thererererere therererererere.
114  common_voice_sv-SE_18984747	I’ve always had doubts about your family.	1250	Why don’t you check out backstage a bother?
114  common_voice_sv-SE_18984747	I’ve always had doubts about your family.	750	It could have been known.
114  common_voice_sv-SE_18984747	I’ve always had doubts about your family.	1000	When did you get a fish?
114  common_voice_sv-SE_18984747	I’ve always had doubts about your family.	500	You’re not allowed worken for anymore.
753  common_voice_sv-SE_19476009	Its illegal to buy sex, but its legal to sell.	-	-
753  common_voice_sv-SE_19476009	Its illegal to buy sex, but its legal to sell.	250	You have to going to the back the the state the there ther.
753  common_voice_sv-SE_19476009	Its illegal to buy sex, but its legal to sell.	50	You the the the the the the the the the the the the the therere are be berererere the the the the the the be the therere be berere be berererere thererere berererererere s s.
753  common_voice_sv-SE_19476009	Its illegal to buy sex, but its legal to sell.	1250	I don’t want to become some old loser who robs families.
753  common_voice_sv-SE_19476009	Its illegal to buy sex, but its legal to sell.	750	I need to go back and auction away the family’s trinkets.
753  common_voice_sv-SE_19476009	Its illegal to buy sex, but its legal to sell.	1000	I got a secret mission to save the world, so I couldn’t.
753  common_voice_sv-SE_19476009	Its illegal to buy sex, but its legal to sell.	500	We need to know what every family now.
542  common_voice_sv-SE_18923767	Or I hope it was fish.	-	-
542  common_voice_sv-SE_18923767	Or I hope it was fish.	250	What do you know that?
542  common_voice_sv-SE_18923767	Or I hope it was fish.	50	You an’the the the the the the the the the athe the the.
542  common_voice_sv-SE_18923767	Or I hope it was fish.	1250	It is after all an important assignment.
542  common_voice_sv-SE_18923767	Or I hope it was fish.	750	I have not been seeking attention.
542  common_voice_sv-SE_18923767	Or I hope it was fish.	1000	It is after all an important assignment.
542  common_voice_sv-SE_18923767	Or I hope it was fish.	500	That is the most unsing and anymore.
1577  common_voice_sv-SE_18858774	It was knowingly, so she would stop being so obsessed.	-	-
1577  common_voice_sv-SE_18858774	It was knowingly, so she would stop being so obsessed.	250	Why do you know that the will have to the the the there?
1577  common_voice_sv-SE_18858774	It was knowingly, so she would stop being so obsessed.	50	You an’the the the the the the the the the athe the the there the be be boure che the che the the the the be the therere be berere thererererere bererere bererere berere s s.
1577  common_voice_sv-SE_18858774	It was knowingly, so she would stop being so obsessed.	1250	It is the strength amongst the rightful.
1577  common_voice_sv-SE_18858774	It was knowingly, so she would stop being so obsessed.	750	It is after all an important assignment.
1577  common_voice_sv-SE_18858774	It was knowingly, so she would stop being so obsessed.	1000	So I don’t think we will have any problems.
1577  common_voice_sv-SE_18858774	It was knowingly, so she would stop being so obsessed.	500	You’re not allowed to real anything anymore.
511  common_voice_sv-SE_18717015	There’s five of us and we’re here to party.	-	-
511  common_voice_sv-SE_18717015	There’s five of us and we’re here to party.	250	What do you know that?
511  common_voice_sv-SE_18717015	There’s five of us and we’re here to party.	50	I I an’the the the the the the athe the the athe the the there the.
511  common_voice_sv-SE_18717015	There’s five of us and we’re here to party.	1250	Do you look like I’m married?
511  common_voice_sv-SE_18717015	There’s five of us and we’re here to party.	750	I can’t be everything a life.
511  common_voice_sv-SE_18717015	There’s five of us and we’re here to party.	1000	We can’t afford the tuition.
511  common_voice_sv-SE_18717015	There’s five of us and we’re here to party.	500	You can’t be responsible for everyone.
705  common_voice_sv-SE_19758218	Look at them, how proud they are now.	-	-
705  common_voice_sv-SE_19758218	Look at them, how proud they are now.	250	What do you know that?
705  common_voice_sv-SE_19758218	Look at them, how proud they are now.	50	I I an’the the the the the the athe the the.
705  common_voice_sv-SE_19758218	Look at them, how proud they are now.	1250	It’s not fair!
705  common_voice_sv-SE_19758218	Look at them, how proud they are now.	750	It is so annoying.
705  common_voice_sv-SE_19758218	Look at them, how proud they are now.	1000	That’s not true.
705  common_voice_sv-SE_19758218	Look at them, how proud they are now.	500	What are you going to do now?
664  common_voice_sv-SE_18754045	And the battery runs the pump.	-	-
664  common_voice_sv-SE_18754045	And the battery runs the pump.	250	What doesn’t that want to that.
664  common_voice_sv-SE_18754045	And the battery runs the pump.	50	I I an’the the the the the the the the the athe the.
664  common_voice_sv-SE_18754045	And the battery runs the pump.	1250	Yes, that is nothing to the cantion.
664  common_voice_sv-SE_18754045	And the battery runs the pump.	750	I have not been seeking attention.
664  common_voice_sv-SE_18754045	And the battery runs the pump.	1000	Yes, if you only sing together it’s okay.
664  common_voice_sv-SE_18754045	And the battery runs the pump.	500	What are you going to do now, mom?
232  common_voice_sv-SE_19518868	Is that why she was able to continue studying?	-	-
232  common_voice_sv-SE_19518868	Is that why she was able to continue studying?	250	Why don’t want to think that the wat there the the therer.
232  common_voice_sv-SE_19518868	Is that why she was able to continue studying?	50	The the the s the the the the are the the the there the arere the the the the che the the the the be bererere the berere be berere thererererere bererere bererere berere s s.
232  common_voice_sv-SE_19518868	Is that why she was able to continue studying?	1250	That was more than a year ago, you psycho.
232  common_voice_sv-SE_19518868	Is that why she was able to continue studying?	750	The school has received a bomb threat.
232  common_voice_sv-SE_19518868	Is that why she was able to continue studying?	1000	The government who beat our chief?
232  common_voice_sv-SE_19518868	Is that why she was able to continue studying?	500	I don’t know what have you will never now robs families.
656  common_voice_sv-SE_18754032	Maybe the countess should have taken similar measures.	-	-
656  common_voice_sv-SE_18754032	Maybe the countess should have taken similar measures.	250	You can’t have to the can and to the be the me thimere.
656  common_voice_sv-SE_18754032	Maybe the countess should have taken similar measures.	50	The the the s the the the the athe the the as the the the the are be be s the s s the the the the the the be the the the the be the there berere berererere berere be bere s s s s s be be the the the
